"names","avgs","df","sd","idf"
"catch",67.7416666666667,120,22.8707032594845,8.47451716417449
"imagin",65.3695652173913,506,23.7937759137149,6.3984141850887
"suggest",61.2119815668203,217,21.5101881693075,7.61985652733853
"career",66.6134020618557,194,26.6634258366202,7.78149491759588
"gangster",75.1666666666667,48,18.2643197835493,9.79644525906185
"differ",65.3369963369963,273,21.0261773848811,7.28865061886315
"businessman",72,4,26.5473416751463,13.381407759783
"politician",67.3636363636364,11,17.1137998453048,11.9219761411457
"warn",56.4915254237288,59,23.9935319851084,9.49876471042116
"howev",59.1597633136095,338,19.7660414292157,6.98052832350082
"jame",64.3015267175573,262,22.7647804527932,7.34798475824556
"caan",68.125,8,17.6770800801579,12.381407759783
"seen",66.5197215777262,431,25.2809899019784,6.62986370069391
"size",69.7428571428571,35,18.122985681693,10.252124742838
"screen",65.039156626506,664,23.4832762358649,6.00636832843608
"may",64.3336134453781,1190,22.0978846404385,5.1646619015877
"frighten",66.1951219512195,82,22.2826011500789,9.02385575516492
"children",62.3346153846154,260,22.8969055536273,7.35903994675455
"youll",63.8135048231511,311,23.1138683153839,7.1006369896524
"least",58.0381426202322,603,20.7921979795915,6.14539356788292
"want",59.9596354166667,768,22.4888997966218,5.79644525906185
"discuss",62.4074074074074,27,22.4964384514474,10.6265202576195
"open",61.4962962962963,270,22.4029751863235,7.30459216273218
"show",64.4069767441861,688,22.0532023969479,5.95514300508091
"answer",61.989898989899,99,23.5485847103243,8.7520511397034
"question",63.7312775330396,227,22.7811528427021,7.55485927249209
"kid",61.4115523465704,554,21.2729193434744,6.26766559373382
"honest",67.8979591836735,147,24.3744781478273,8.18173541494664
"direct",62.6520467836257,1026,24.3672437128006,5.37859274417595
"manner",66.3115942028985,138,22.6477441803274,8.27288330300484
"just",58.8064814814815,2160,23.0272380676086,4.30459216273218
"ever",66.8227424749164,598,26.4377820366732,6.1574060855849
"gonna",73.5714285714286,7,16.1311724909995,12.5740528377254
"storytellng",100,1,1,15.381407759783
"intric",72.3333333333333,42,19.7962978537831,9.98909033700425
"construct",62.4329896907216,97,23.086905630795,8.78149491759588
"gem",80.5294117647059,51,18.5514705266271,9.70898241781151
"simultan",67.9310344827586,58,27.7574302315316,9.52342676465543
"kick",64.0758620689655,145,18.8672118848017,8.20149866976807
"ass",61.90625,32,25.7599564528774,10.381407759783
"trace",55.6774193548387,31,30.6865705853384,10.4272114493961
"arc",61.2439024390244,41,21.5411544074388,10.0238557551649
"doom",55.9814814814815,54,22.8377298052435,9.62652025761954
"ideal",71.1084337349398,83,17.3766729163643,9.00636832843608
"beauti",78.0890302066773,629,19.1135402739347,6.08449155290372
"still",64.2846401718582,931,20.0211418976573,5.51877040222421
"fresh",69.2409240924092,303,20.5774411113334,7.13823377631006
"begin",61.3244147157191,299,23.4457236306594,7.1574060855849
"ii",55.6511627906977,129,23.6638655003643,8.37018050435975
"echo",66.0714285714286,70,20.2235675319188,9.25212474283804
"circumst",64.8,35,20.6854679156687,10.252124742838
"handl",66.312,125,19.1518754029759,8.41562347512092
"consid",59.2971014492754,138,22.3139238339943,8.27288330300484
"peopl",64.3206997084548,686,23.9527425031259,5.95934299361019
"involv",62.8269794721408,341,22.5031319051884,6.96777983075883
"impact",65.6754385964912,114,20.7455027316226,8.54851774561826
"forc",63.0891719745223,314,21.4896532125132,7.08678701089138
"tragic",72.5588235294118,68,19.8730103056784,9.29394491853267
"flaw",69.221198156682,217,17.6418401883347,7.61985652733853
"accomplish",72.76,150,21.1143309290872,8.15258906928713
"poison",63.5,20,26.2617872435194,11.0594796648956
"inevit",62.8901098901099,91,20.8877128730561,8.87361311958431
"design",63.5508771929825,285,23.0130013024235,7.2265896507309
"punctuat",61.2903225806452,31,22.6505481814928,10.4272114493961
"guttwist",100,1,1,15.381407759783
"exclam",75,4,31,13.381407759783
"point",58.4186851211073,578,22.2023623729018,6.20648207728233
"support",66.0892857142857,168,19.0122481140326,7.98909033700425
"dian",61.6666666666667,21,19.96663737549,10.9890903370042
"keaton",69.5681818181818,44,19.3384178355266,9.92197614114571
"robert",62.3739495798319,238,22.8805462878327,7.48658999647506
"duval",71.9259259259259,27,20.3568233366586,10.6265202576195
"lee",65.3465909090909,176,22.9286971738008,7.92197614114571
"strasberg",100,1,1,15.381407759783
"say",59.7818448023426,683,24.208177307846,5.96566599149292
"noth",53.0544747081712,771,24.1342696286199,5.79082070986797
"roger",66,44,23.2585233217551,9.92197614114571
"corman",68.4,5,28.4827218448246,13.0594796648956
"harri",66.837037037037,135,20.2997592620541,8.30459216273218
"dean",59.28,25,24.256755291026,10.7375515700083
"stanton",69.7142857142857,7,23.6326775976263,12.5740528377254
"bit",62.3674496644295,596,19.9881222724744,6.16223923932084
"short",59.8911392405063,395,21.4894623769339,6.75569891671854
"magisteri",95.5,2,7.36396103067893,14.381407759783
"cinematograph",69.9838709677419,62,22.5524460864874,9.42721144939613
"willi",58.2413793103448,58,25.7416903256303,9.52342676465543
"superbl",85.2878787878788,66,15.3309940086998,9.33701364042455
"captur",73.0350877192982,171,18.7995025498375,7.96355524489711
"turnofthecenturi",69,2,44.8406204335659,14.381407759783
"period",67.2754491017964,167,21.0576472423737,7.99770346730895
"appli",59.6545454545455,55,21.062142514935,9.60004804625835
"seriograph",100,1,1,15.381407759783
"tint",87.5,2,18.6776695296637,14.381407759783
"flashback",57.0392156862745,51,23.9764756081639,9.70898241781151
"softer",79.3333333333333,3,19.8767935130237,13.7964452590618
"richer",82.5357142857143,28,16.2764212962018,10.5740528377254
"look",59.9599395313681,1323,23.4625234502779,5.01181041350433
"sharp",71.7022471910112,178,19.873234433251,7.90567432881661
"imag",65.3609467455621,169,23.0684786852037,7.98052832350082
"ongo",66.6666666666667,12,28.0801280154532,11.7964452590618
"contemporari",69.5779816513761,109,21.9201717195973,8.61322343500608
"saddest",62.8571428571429,7,34.3987453428447,12.5740528377254
"tale",67.0419254658385,644,21.0467520440452,6.05049088166839
"loss",65.6935483870968,62,24.4021077302651,9.42721144939613
"grief",73.3333333333333,45,19.444018493317,9.88955466345333
"absolut",65.7142857142857,140,27.4662906855417,8.25212474283804
"loneli",78.375,24,20.6353994877486,10.7964452590618
"unflinch",82.3,30,15.0372656734211,10.4745171641745
"stare",58,34,23.8260882113056,10.2939449185327
"darkest",55.1578947368421,19,34.9579202967024,11.1334802463394
"moral",67.021897810219,274,23.9282899152206,7.28337567682248
"abyss",66.1,20,28.2336865703218,11.0594796648956
"plot",57.1125226860254,1102,20.5258055381501,5.27549925121185
"ellipt",73.2,10,22.8418558430063,12.0594796648956
"sweep",77.2777777777778,54,19.3903344862382,9.62652025761954
"intox",76.1,20,28.4435305385632,11.0594796648956
"contrast",64.6388888888889,36,24.1617329450081,10.2114827583407
"de",63.6,225,22.4711184750918,7.56762656856597
"niro",63.6907216494845,97,22.952297158053,8.78149491759588
"medit",76.7647058823529,68,19.5626150105961,9.29394491853267
"soulstarv",100,1,1,15.381407759783
"eye",65.272076372315,419,22.6208622057602,6.67060132608365
"pierc",69.6666666666667,39,18.2265604798205,10.0960055409208
"focus",67.4434782608696,230,19.1854547686179,7.53591770883863
"studi",69.3288590604027,149,20.8886912567338,8.16223923932085
"corrupt",63.8333333333333,42,24.6209050307465,9.98909033700425
"al",64.2333333333333,30,26.1021132965737,10.4745171641745
"outstand",80.25,48,17.2238332695281,9.79644525906185
"michael",59.7574468085106,235,25.3722181816588,7.50489081321801
"corleon",82,4,9.12403840463596,13.381407759783
"successor",77.6923076923077,13,17.8344122528063,11.6809680416419
"crime",66.6816143497758,223,23.3066663387406,7.5805078598627
"famili",67.6256590509666,569,21.671187736214,6.22912291747642
"leadership",85,5,13.328828005938,13.0594796648956
"neither",54.3215859030837,227,21.7077776236599,7.55485927249209
"happi",66.1139896373057,193,20.8302026890144,7.78895072251493
"drive",63.9852941176471,136,22.533431473501,8.29394491853267
"intellectu",65.5595238095238,84,23.3630241238362,8.98909033700425
"dare",71.8187134502924,171,21.6094467370097,7.96355524489711
"mark",60.0810810810811,259,22.5726011715638,7.36459947209645
"import",68.3269230769231,208,23.0863226558389,7.68096804164191
"breakthrough",77.0526315789474,19,12.7306516074131,11.1334802463394
"grow",61.9180327868852,183,23.4156257424925,7.86570792149896
"hollywood",65.5018867924528,530,23.4301688090793,6.33155921033245
"unabl",48.4642857142857,28,16.495476383764,10.5740528377254
"draw",66.3697478991597,119,21.0228113750201,8.48658999647506
"togeth",61.5921052631579,456,21.1342817148641,6.54851774561827
"work",67.2211201866978,1714,21.3237542936051,4.63825636567051
"level",62.8985915492958,355,23.4139502877603,6.90973254539096
"simpl",69.622641509434,212,21.8551551039823,7.65348730521981
"absorb",76.6506024096386,83,15.6549198722458,9.00636832843608
"narrat",61.561038961039,385,22.2806651035883,6.79269312420074
"stun",76.4222222222222,180,22.5206683961837,7.88955466345333
"text",64.6818181818182,22,17.9266945093538,10.9219761411457
"replac",56.5531914893617,47,23.2180973147707,9.82681890810537
"prologu",54.3,10,16.9516630968547,12.0594796648956
"epilogu",67.375,8,14.3195613398383,12.381407759783
"footnot",53.5,10,22.7523945042073,12.0594796648956
"intent",56.859756097561,164,20.0204562772653,8.02385575516492
"three",64.3460490463215,367,23.3664861856455,6.86177150693979
"hour",59.7668845315904,459,23.1242055907948,6.5390574163692
"20",60.3493975903614,83,21.3885631109757,9.00636832843608
"minut",55.0161290322581,620,23.0961271436665,6.10528335450877
"suffer",56.9240506329114,158,20.4751333540147,8.0776270116059
"silent",57.7592592592593,54,26.4194511654787,9.62652025761954
"noisili",55.5,6,9.8034084308295,12.7964452590618
"goodnatur",65.4230769230769,52,15.0494172007326,9.68096804164191
"almost",61.5350993377483,755,23.7653180967705,5.82107492557057
"franci",65.7692307692308,39,17.7512160414221,10.0960055409208
"ford",61.735632183908,87,23.5060507471931,8.93846426393428
"style",64.3952205882353,544,21.6993753330329,6.29394491853267
"remark",74.2590673575129,193,23.6056600849355,7.78895072251493
"thing",61.5083514887436,1377,22.308403905602,4.95409491564804
"insist",53.078125,64,19.5893848250716,9.38140775978301
"better",59.6710929519918,979,21.2470955762693,5.44624271017931
"origin",64.576359832636,956,23.2461579889503,5.48054095180226
"waseven",40,1,1,15.381407759783
"lot",61.7017543859649,741,19.0323690832849,5.84807802747717
"cohes",60.16,25,24.6443791770194,10.7375515700083
"reveal",66.7668711656442,163,23.000440666784,8.03267960555193
"excit",70.2811594202899,345,22.4531484879769,6.95095520811747
"probabl",59.4306569343066,274,22.7773601633456,7.28337567682248
"run",59.2078189300411,486,21.7281874067963,6.45659525617723
"risk",68.0147058823529,68,22.8300714454898,9.29394491853267
"appear",52.5211267605634,213,21.3355292448419,7.64669813955717
"selfparodi",46.5333333333333,15,16.7474109739015,11.4745171641745
"now",61.8772378516624,391,25.4507934650171,6.77038296247565
"seem",58.8477272727273,1320,22.4820197959217,5.01508554553719
"hopeless",53.0227272727273,44,27.4614582701777,9.92197614114571
"despair",71.7647058823529,51,23.1310535088541,9.70898241781151
"comicbook",67.6885245901639,61,19.1057458500578,9.45067042222012
"memori",64.3575757575758,165,24.5395234620185,8.01508554553719
"superhero",67.8545454545455,110,21.2424915805299,8.60004804625835
"best",71.4057428214732,1602,22.3992455978868,4.7357493273743
"doubleedg",80.6,5,28.7812886670147,13.0594796648956
"sword",56.3529411764706,17,23.9236263941555,11.2939449185327
"triumph",77.7278911564626,147,21.6741045831939,8.18173541494664
"anyth",59.5894941634241,514,23.7912975110843,6.37578321058913
"shortliv",75.5,6,14.1567473183914,12.7964452590618
"last",62.298275862069,580,22.5355832094808,6.20149866976807
"saw",53.9503546099291,141,25.1596849084038,8.24185640738421
"blockbust",70.4,120,24.0973096763609,8.47451716417449
"impecc",77.1463414634146,41,15.1095020741516,10.0238557551649
"execut",60.4072164948454,194,23.8133709880609,7.78149491759588
"thoughtprovok",78.8837209302326,43,15.7199399945813,9.95514300508091
"audaci",79.0545454545454,55,21.2543257216258,9.60004804625835
"unnerv",73.2894736842105,38,20.933548923573,10.1334802463394
"consist",65.3076923076923,208,20.3283736382312,7.68096804164191
"fun",63.2948504983389,1204,20.2801097890343,5.1477880830233
"entertain",69.4575303354747,1401,19.6849389894444,4.92916651935219
"tortur",47.2857142857143,105,24.7546409577785,8.66716224211688
"terrif",73.9120879120879,273,17.5573746353633,7.28865061886315
"bale",74.7111111111111,45,16.339524441814,9.88955466345333
"personifi",75.6,5,26.0359741172577,13.0594796648956
"deep",66.3473684210526,190,23.576509973022,7.81155215145206
"trauma",52.2142857142857,14,21.6516103727775,11.5740528377254
"misgiv",87.5,2,18.6776695296637,14.381407759783
"batman",67.5714285714286,42,25.5527236153914,9.98909033700425
"alter",71.9047619047619,21,23.9279409496465,10.9890903370042
"ego",69.962962962963,27,17.0395700150536,10.6265202576195
"bruce",59.9583333333333,48,24.0318542904547,9.79644525906185
"wayn",64.56,25,24.5603480449674,10.7375515700083
"hamlet",62.6,15,29.0249888492395,11.4745171641745
"isnt",57.995867768595,1210,21.7676694744548,5.14061642762105
"book",64.0722543352601,346,20.1201535408318,6.94677953214628
"anymor",66.76,25,23.1383528444793,10.7375515700083
"christoph",66.3636363636364,88,22.2560643507292,8.92197614114571
"nolan",75.2033898305085,59,21.0084289660693,9.49876471042116
"dark",67.877034358047,553,22.8630304037526,6.2702720895483
"knight",66.7222222222222,54,23.6102470229817,9.62652025761954
"haunt",71.4795918367347,196,25.6059111479801,7.7666979156678
"leap",69.8208955223881,67,21.024927929454,9.31531856932523
"beyond",60.8312757201646,243,23.946945844108,7.45659525617723
"becom",63.2060702875399,626,21.7353771871324,6.09138891285039
"engross",77.1785714285714,112,15.9498948658295,8.5740528377254
"tragedi",69.7416666666667,120,23.77160838543,8.47451716417449
"that",62.6578313253012,1245,22.9940476481483,5.09947773282756
"write",62.8755555555556,225,24.5734524143189,7.56762656856597
"superl",77.3636363636364,11,19.1563913114513,11.9219761411457
"technic",63.1796875,128,22.5755160132998,8.38140775978301
"qualiti",66.0980392156863,255,20.9146356400418,7.38705432292415
"entir",60.9456193353474,331,22.6342196074726,7.01072035297579
"product",58.5269320843091,427,23.5113659493116,6.64331550016252
"sensat",72.4756097560976,82,21.4874099308085,9.02385575516492
"sinist",68.2105263157895,38,18.5455513646188,10.1334802463394
"elev",64.1414141414141,99,18.8565771916178,8.7520511397034
"pulp",67.1724137931034,87,23.743875688087,8.93846426393428
"high",66.6677852348993,596,20.9404247772372,6.16223923932084
"real",64.6213093709884,779,22.3432977223853,5.77592824172134
"relationship",68.0454545454545,176,20.260564650325,7.92197614114571
"existenti",66.4166666666667,48,22.0569979607865,9.79644525906185
"crisi",68.8888888888889,27,22.2843990055073,10.6265202576195
"joker",68.6,10,23.8968702373636,12.0594796648956
"whod",62.5,8,28.2554057547699,12.381407759783
"love",68.5935919055649,1186,21.8730159379212,5.169519465237
"tighta",95,1,1,15.381407759783
"yin",65,3,26.9807621135332,13.7964452590618
"anarchist",82.5,2,18.6776695296637,14.381407759783
"yang",72.5,2,32.8198051533946,14.381407759783
"fantasi",64.6946778711485,357,21.7509117092218,6.90162749575391
"franchis",57.7307692307692,234,22.7166732944197,7.5110430401996
"rivet",80.218487394958,119,16.316524622322,8.48658999647506
"psycholog",65.1084905660377,212,21.2754146546248,7.65348730521981
"heft",67.3793103448276,29,19.6248946173499,10.5234267646554
"adrenalin",68.375,48,16.8592546308712,9.79644525906185
"rush",65.1315789473684,114,22.0786614232585,8.54851774561826
"inspir",65.7660550458716,436,21.8569367503586,6.61322343500608
"regular",60.05,40,25.3625921739846,10.0594796648956
"interv",60.75,4,32.6583322365535,13.381407759783
"two",62.2114285714286,1050,22.5501955307571,5.34523414722952
"32",71.1666666666667,6,17.314615124687,12.7964452590618
"malici",74.2,5,16.0233152133609,13.0594796648956
"careen",75.5555555555556,9,16.8517436825662,12.2114827583407
"zest",65.3333333333333,21,19.4182880130954,10.9890903370042
"ride",67.2842809364548,299,20.0862433435129,7.1574060855849
"gut",65.4705882352941,68,21.3157688833196,9.29394491853267
"brain",59.2716049382716,162,24.2859685555414,8.04155775689838
"fair",59.4518828451883,239,18.2162709648692,7.48054095180226
"away",63.5348258706468,402,22.9705091637005,6.73035606860408
"mysteri",62.6259541984733,262,23.8710648489213,7.34798475824556
"enough",59.9972862957938,1474,18.8866080125597,4.85588695068794
"marvel",76.2085889570552,163,20.4706027184289,8.03267960555193
"way",64.7799121844127,1822,22.5844985865889,4.55010051598096
"worldclass",84,11,14.5499077487635,11.9219761411457
"memento",74.4,15,23.1159283258534,11.4745171641745
"insomnia",83.8571428571429,7,8.92524597785607,12.5740528377254
"prestig",76.375,16,13.2902400302028,11.381407759783
"pop",66.5602094240838,191,20.2658762407613,7.80397893174726
"escap",60.0751879699248,133,22.3827401581029,8.32612532428182
"whisperclos",88,1,1,15.381407759783
"extravaganza",65.375,48,19.9159675879198,9.79644525906185
"sadder",73.6,5,17.8017856193918,13.0594796648956
"sad",60.8095238095238,273,24.7308820296415,7.28865061886315
"pretend",50.7333333333333,75,22.5527845653995,9.15258906928713
"otherwis",54.5090909090909,165,20.2320927738298,8.01508554553719
"shakespearean",78.8,10,10.3784623236198,12.0594796648956
"overlong",57.9113924050633,79,18.448231027387,9.0776270116059
"headi",74.3461538461538,26,17.7879535565055,10.6809680416419
"devolv",52.4259259259259,54,15.055955364256,9.62652025761954
"mindnumb",40.875,24,19.9078141196334,10.7964452590618
"32minut",75,1,1,15.381407759783
"latest",59.0236686390533,169,23.8246297270133,7.98052832350082
"explor",66.9716312056738,141,21.096532487831,8.24185640738421
"mytholog",64.0666666666667,45,20.2394008600722,9.88955466345333
"steep",65.2857142857143,35,25.1119587470999,10.252124742838
"muddl",45.52,100,16.207308184627,8.73755157000828
"murk",58.5,4,27.9629375254255,13.381407759783
"maniac",61.3684210526316,19,22.7695264234607,11.1334802463394
"nihil",43.5,12,20.8150539650127,11.7964452590618
"recurr",69,2,13.7279220613579,14.381407759783
"grace",68.6883116883117,231,20.7179633882582,7.52965871836695
"note",66.2160493827161,162,20.9423763468097,8.04155775689838
"amaz",70.3333333333333,153,24.1505371086947,8.12401991709035
"complet",57.4868421052632,304,25.3821302421118,7.13348024633942
"spielberg",71.248275862069,145,21.7332700409279,8.20149866976807
"serv",59.9901960784314,204,21.7566216382456,7.70898241781151
"written",61.4831932773109,238,24.368036228706,7.48658999647506
"cinematographi",69.3960396039604,101,21.1985540115726,8.72319627703121
"special",63.6321585903084,454,22.7400643610066,6.55485927249209
"crowd",60.4857142857143,105,20.0450449267975,8.66716224211688
"control",68.0072463768116,138,22.0079916586545,8.27288330300484
"restag",83.5,2,24.3345237791561,14.381407759783
"holocaust",61.6470588235294,17,27.8489785105285,11.2939449185327
"vivid",74.5436893203884,103,20.3526492582875,8.69490723259979
"unpreced",84.375,8,36.197148829334,12.381407759783
"nondocumentari",100,1,1,15.381407759783
"live",67.6165644171779,652,21.658816497683,6.03267960555193
"20th",77.5555555555556,18,21.9627743511381,11.2114827583407
"centuri",73.8409090909091,88,21.6491692875889,8.92197614114571
"darkestand",100,1,1,15.381407759783
"definingepisod",100,1,1,15.381407759783
"measur",65.2522522522522,111,20.2663005216449,8.5869918934329
"horrifi",71.5161290322581,31,24.2147524471573,10.4272114493961
"uplift",68.6885245901639,61,22.8872420857498,9.45067042222012
"schindler",71.1538461538462,13,26.0128172271943,11.6809680416419
"list",61.6351351351351,74,27.6384079105506,9.17195439415406
"steven",65.3904761904762,105,23.9223166528298,8.66716224211688
"mileston",91.2857142857143,7,10.357960705807,12.5740528377254
"flawless",82.68,50,18.0095291420031,9.73755157000828
"precis",75.824,125,19.9081242139542,8.41562347512092
"flow",72.36,75,21.1062313858301,9.15258906928713
"seamless",74.1590909090909,44,17.4937524208949,9.92197614114571
"virtual",62.5479452054795,73,23.9007769736521,9.19158320090299
"newsreel",90,2,15.142135623731,14.381407759783
"approach",63.7180616740088,227,21.5792183975628,7.55485927249209
"chronicl",65.8333333333333,42,21.845443634646,9.98909033700425
"senseless",41.7857142857143,28,26.3045994104382,10.5740528377254
"arbitrari",63.4,15,25.6773464653603,11.4745171641745
"atroc",57.875,8,27.2484693431282,12.381407759783
"slight",61.2475247524753,202,17.4301058099832,7.72319627703121
"techniqu",68.2151898734177,79,21.6743188187019,9.0776270116059
"character",62.2525252525253,99,22.6570408188057,8.7520511397034
"domin",68.8030303030303,66,20.8643241841089,9.33701364042455
"perfect",71.3775862068966,580,21.9901000029992,6.20149866976807
"fall",58.625304136253,411,20.6552169476944,6.69841317610132
"ordinari",67.5479452054795,73,23.0857175416668,9.19158320090299
"even",59.2357980162308,2218,23.0217803125905,4.2663641096213
"extraordinari",77.7984496124031,129,21.1166053318526,8.37018050435975
"enorm",74.1279069767442,86,19.4733808566163,8.95514300508091
"passion",73.828729281768,181,20.9158912830565,7.8815618726998
"artist",71.3202247191011,178,25.7761443481986,7.90567432881661
"integr",68.4,70,21.417667825202,9.25212474283804
"throughout",62.2189781021898,137,24.5393023437484,8.28337567682248
"surpris",67.5005524861878,905,20.2181310076952,5.55963377781244
"well",63.7086092715232,1057,21.8682794402199,5.33564809840032
"horror",58.808618504436,789,22.9591250817988,5.75752626976955
"camera",59.5263157894737,209,24.716484982371,7.67404862770212
"furi",59.78,50,26.1292901708305,9.73755157000828
"combat",67.58,50,22.2065546278426,9.73755157000828
"photograph",63,68,24.0987497238697,9.29394491853267
"touch",70.2281105990783,434,19.8749633803962,6.61985652733853
"deepli",74.470297029703,202,21.2445646267402,7.72319627703121
"catharsi",73.7058823529412,17,24.0536458772857,11.2939449185327
"moment",62.3339960238569,1006,20.7770603668043,5.40699316997748
"histori",66.3928571428571,224,24.4631118335193,7.5740528377254
"can",62.3317838466008,1721,22.8260505677461,4.6323763777428
"match",66.5621301775148,169,23.0237422797935,7.98052832350082
"establish",61.046511627907,86,20.4137046661519,8.95514300508091
"transcend",68.5390625,128,21.6030738260745,8.38140775978301
"motion",66.5174129353234,201,23.0948171586377,7.73035606860408
"achiev",69.742474916388,299,23.0503671893031,7.1574060855849
"impossiblea",100,1,1,15.381407759783
"serious",62.7341176470588,425,22.4167406799926,6.65008872875794
"aesthet",64.2941176470588,51,26.5509640660755,9.70898241781151
"histor",67.1320754716981,106,20.4652684453976,8.65348730521981
"epic",70.371335504886,307,23.4902061293357,7.11931291441283
"nonetheless",62.8421052631579,76,20.3363579001348,9.13348024633942
"readili",71.7333333333333,15,25.2795230203404,11.4745171641745
"access",72.5869565217391,46,19.6970895975895,9.85784580372599
"mass",62.52,50,20.3888669928211,9.73755157000828
"quiet",73.8101265822785,158,18.9067477936219,8.0776270116059
"true",69.1309823677582,397,22.9115064161836,6.74841256264005
"bad",47.6974358974359,975,22.4958031238702,5.45214935114603
"habit",64.3333333333333,12,17.8702715036262,11.7964452590618
"certain",61.3914893617021,470,21.142242892403,6.50489081321801
"especi",64.3294117647059,340,18.0039996927977,6.9720168236453
"near",59.9060240963855,415,22.2320589190367,6.68444023354872
"lachrymos",64.75,4,17.3986788085707,13.381407759783
"plung",62.7441860465116,43,21.7308064107683,9.95514300508091
"spielgerian",88,1,1,15.381407759783
"sentiment",62.458064516129,310,20.9594211996154,7.10528335450877
"gooiest",88,1,1,15.381407759783
"kind",65.2007299270073,822,22.9633145455019,5.69841317610132
"unfortun",48.2570093457944,214,16.0299957496552,7.63994077338186
"schinder",88,1,1,15.381407759783
"full",67.0613636363636,440,22.7664839837658,6.60004804625835
"storytel",67.2184466019417,206,24.1208036301079,7.69490723259979
"compassion",81.24,25,16.631911804596,10.7375515700083
"grip",74.2163742690059,171,17.3399535876738,7.96355524489711
"provoc",71.6641791044776,134,21.1684425684497,8.31531856932523
"affect",73.1581920903955,177,18.7392045630878,7.91380220970001
"piec",65.8388888888889,540,22.7852984134602,6.30459216273218
"despit",58.4050632911392,553,19.2080998968281,6.2702720895483
"blatant",45.0384615384615,26,19.199957734524,10.6809680416419
"compromis",66.3157894736842,38,22.4048558056949,10.1334802463394
"rend",64.3333333333333,3,23.9419557434264,13.7964452590618
"document",69.4375,16,27.2093335792169,11.381407759783
"nearcertain",80,1,1,15.381407759783
"victori",65.375,24,17.887897647621,10.7964452590618
"base",58.1809045226131,199,22.0148441327834,7.74478313923936
"less",60.4445740956826,857,20.382090721474,5.63825636567051
"merit",60.7959183673469,49,21.6508470284683,9.7666979156678
"market",49.5671641791045,67,22.4251508113903,9.31531856932523
"ambiti",69.3555555555556,135,20.5648430757089,8.30459216273218
"academi",63.2424242424242,33,27.2369375869097,10.3370136404246
"doesnt",60.4833564493759,1442,20.7133535580419,4.88755231054218
"judg",62.6153846153846,52,22.4514077842831,9.68096804164191
"weigh",56.0645161290323,31,20.599209990662,10.4272114493961
"subject",67.74,250,21.2435075615263,7.41562347512092
"basi",59.7368421052632,19,21.1131303306051,11.1334802463394
"tip",56.9615384615385,26,24.6820282395419,10.6809680416419
"scale",63.5853658536585,82,22.0002652655276,9.02385575516492
"citizen",59.1379310344828,29,24.8607929127187,10.5234267646554
"kane",52.35,20,29.144878939628,11.0594796648956
"fiction",69.7772277227723,202,20.463574251008,7.72319627703121
"nonlinear",95,2,8.07106781186548,14.381407759783
"dozen",55.1698113207547,53,24.7573760603188,9.65348730521981
"abl",67.6742424242424,132,23.0659996174285,8.33701364042455
"rememb",66.0986842105263,152,23.7682711342487,8.13348024633942
"exhilar",84.6064516129032,155,16.4325077602037,8.10528335450877
"equival",55.0097087378641,103,24.1429890902619,8.69490723259979
"sort",59.6031746031746,378,20.5519084790635,6.81916533556193
"novel",64.3615160349854,343,22.3312205650388,6.95934299361019
"find",63.1101928374656,726,22.5590667245066,5.87758202178726
"check",57.2222222222222,72,21.2673832341817,9.21148275834069
"mani",62.9029126213592,927,21.3233914464984,5.52498223115748
"page",63.4038461538462,52,22.2060476163117,9.68096804164191
"left",58.5375,240,23.150839165418,7.47451716417449
"fewer",60.8,35,26.2817069416278,10.252124742838
"brutal",68.4746835443038,158,22.4323701151487,8.0776270116059
"black",63.18125,320,22.1853654684395,7.05947966489564
"la",66.7352941176471,68,20.7277118878524,9.29394491853267
"hitmen",100,1,1,15.381407759783
"burst",65.7951807228916,83,22.1606854954577,9.00636832843608
"bind",71,6,29.5026314574637,12.7964452590618
"loopi",63.8888888888889,27,20.3814608747903,10.6265202576195
"delight",75.2916666666667,312,19.2438342078182,7.09600554092076
"tarantino",67.9021739130435,92,24.3788952364075,8.85784580372599
"abil",70.3706896551724,116,21.5796565536956,8.52342676465543
"take",64.3056801195815,1338,22.0246494368509,4.99554535914155
"convers",66.7446808510638,47,26.2228916773998,9.82681890810537
"theme",65.848623853211,218,20.6238832888018,7.61322343500608
"dovetail",78,7,20.6553639837408,12.5740528377254
"onto",61.1111111111111,54,24.0370224316365,9.62652025761954
"later",65.6262626262626,99,21.0201866790751,8.7520511397034
"exchang",63.1944444444444,36,19.5361722731443,10.2114827583407
"maximum",64.5,22,21.4584363783653,10.9219761411457
"genius",73.3214285714286,84,22.2722800077889,8.98909033700425
"liter",66.7844827586207,116,22.377276043371,8.52342676465543
"heartstop",83.8333333333333,6,22.9127055989594,12.7964452590618
"new",65.4985727878211,1051,22.4888841222216,5.34386080582083
"king",67.0361445783133,166,22.7283201783504,8.00636832843608
"kong",63.6216216216216,37,26.0481218539117,10.1719543941541
"moviesferoci",100,1,1,15.381407759783
"without",62.5865384615385,936,21.5304779407476,5.5110430401996
"caution",67.7,10,30.9223068035278,12.0594796648956
"complac",74.7777777777778,9,23.3985366585508,12.2114827583407
"polit",67.7704918032787,305,20.837160638346,7.12874232733276
"correct",65.0588235294118,34,19.2091238809935,10.2939449185327
"inhibit",77,5,18.8885438199983,13.0594796648956
"154",100,1,1,15.381407759783
"delici",73.9024390243902,82,19.0586217950931,9.02385575516492
